transactionId,productName,categoryName,qty,price,serialNumbers
TXN00190,L.L.Bean Duck Boots,Clothing,2,279.98,SN001412;SN001411
TXN00191,Whey Protein Powder,Health & Wellness,1,39.99,SN000907
TXN00192,Meguiar's Car Wax,Automotive,1,19.99,SN000646
TXN00193,Ray-Ban Clubmaster,Accessories,3,449.97,SN001559;SN001558;SN001557
TXN00194,Vicks Vaporub,Health & Wellness,2,13.98,SN001770;SN001769
TXN00195,Kindle Paperwhite,Electronics,3,389.97,SN000987;SN000986;SN000985
TXN00195,Burts Bees Lip Balm,Beauty & Personal Care,2,7.98,SN001757;SN001756
TXN00195,Michelin Tires,Automotive,3,449.97,SN000599;SN000598;SN000597
TXN00196,Meguiar's Car Wax,Automotive,2,39.98,SN000645;SN000644
TXN00197,Petco Dog Bed,Pet Supplies,3,209.97,SN000827;SN000826;SN000825
TXN00198,Aquarium Filter,Pet Supplies,2,99.98,SN000856;SN000855
TXN00199,Under Armour Cap,Clothing,1,29.99,SN001527
TXN00199,Bose QuietComfort,Electronics,3,839.97,SN000104;SN000103;SN000102
TXN00200,Patagonia Jacket,Sports & Outdoors,2,399.98,SN000436;SN000435
TXN00201,Samsonite Luggage Set,Home & Garden,3,899.97,SN001583;SN001582;SN001581
TXN00201,Calvin Klein Underwear Set,Clothing,2,59.98,SN000207;SN000206
TXN00201,Tetra Fish Food,Pet Supplies,3,29.97,SN000820;SN000819;SN000818
TXN00202,Uniqlo Merino Wool Sweater,Clothing,2,159.98,SN000178;SN000177
TXN00202,West Elm Dining Table,Home & Garden,2,1599.98,SN000235;SN000234
TXN00202,Simplehuman Trash Can,Home & Garden,1,129.99,SN001295
TXN00203,Simplehuman Trash Can,Home & Garden,3,389.97,SN001294;SN001293;SN001292
TXN00203,Nerf Blaster,Toys & Games,2,59.98,SN000762;SN000761
TXN00203,Acer Chromebook Spin,Electronics,1,249.99,SN001661
TXN00204,Govee Smart Lights,Home & Garden,3,209.97,SN001287;SN001286;SN001285
TXN00204,Nintendo Switch,Toys & Games,2,599.98,SN000694;SN000693
TXN00205,HP DeskJet 4155e,Electronics,1,99.99,SN001679
TXN00205,Le Creuset Dutch Oven,Home & Garden,2,659.98,SN001436;SN001435
TXN00205,Eufy RoboVac 11S,Home & Garden,3,689.97,SN001233;SN001232;SN001231
TXN00206,On Running Shoes,Clothing,3,479.97,SN001408;SN001407;SN001406
TXN00206,Blood Pressure Monitor,Health & Wellness,3,149.97,SN000875;SN000874;SN000873
TXN00206,Maybelline Mascara,Beauty & Personal Care,1,9.99,SN000501
TXN00207,Wayfair Bookshelf,Home & Garden,3,449.97,SN000270;SN000269;SN000268
TXN00207,Old Navy Joggers,Clothing,3,104.97,SN000219;SN000218;SN000217
TXN00207,Columbia Hiking Boots,Sports & Outdoors,3,449.97,SN000489;SN000488;SN000487
TXN00209,Barbie Dreamhouse,Toys & Games,2,299.98,SN000720;SN000719
TXN00209,Clinique Moisturizer,Beauty & Personal Care,3,119.97,SN000550;SN000549;SN000548
TXN00210,Car Vacuum,Automotive,3,89.97,SN000617;SN000616;SN000615
TXN00211,Sony WH-1000XM5,Electronics,2,599.98,SN000064;SN000063
TXN00211,Purell Hand Sanitizer,Health & Wellness,1,2.99,SN001793
TXN00212,Whisker Litter,Pet Supplies,1,19.99,SN000786
TXN00213,To Kill a Mockingbird,Books,2,23.98,SN000330;SN000329
TXN00213,Dove Body Wash,Beauty & Personal Care,1,12.99,SN001703
TXN00213,Vicks Vaporub,Health & Wellness,1,6.99,SN001768
TXN00214,Bosch Drill Set,Home & Garden,1,149.99,SN000254
TXN00214,Nintendo Switch,Toys & Games,1,299.99,SN000692
TXN00214,Advil Liqui-Gels,Health & Wellness,3,29.97,SN001780;SN001779;SN001778
TXN00215,Aquarium Filter,Pet Supplies,1,49.99,SN000854
TXN00216,Purina Dog Food,Pet Supplies,2,59.98,SN000775;SN000774
TXN00216,Becoming,Books,1,19.99,SN000398
TXN00216,H&M Cotton T-Shirt,Clothing,3,59.97,SN000158;SN000157;SN000156
TXN00217,Google Pixel 8,Electronics,3,2099.97,SN000078;SN000077;SN000076
TXN00218,Mobil 1 Oil,Automotive,1,39.99,SN000601
TXN00218,Gap Hoodie,Clothing,3,119.97,SN000186;SN000185;SN000184
TXN00219,Champion Joggers,Clothing,2,89.98,SN001539;SN001538
TXN00219,GoPro HERO12,Electronics,2,899.98,SN001035;SN001034
TXN00219,Kong Chew Toy,Pet Supplies,2,29.98,SN000795;SN000794
TXN00220,Belkin Surge Protector,Electronics,2,49.98,SN001602;SN001601
TXN00220,Fjallraven Kanken,Accessories,1,89.99,SN001563
TXN00221,Champion Joggers,Clothing,2,89.98,SN001537;SN001536
